Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
152155955;8721055560463, 2950041207907;;;Grading;Er worden geen ijsblokjes geproduceerd en het klepje om de ijsblokjes te transporteren werkt niet – koelelement is stuk – wordt niet koud| No ice cubes are produced, and the lid for transporting the ice cubes does not work – the cooling element is broken – it does not get cold| ?? ??? ????? ?????? ?????? ????? ??? ?????? ????? ?? ???? – ???? ??????? ????? – ?? ????.
152155992;8720195259923, 2950039375588;;;Palletzending, Grading;De ontvochtiger werkt soms wel en soms niet – gaat even aan slaat daarna af – veel lawaai – ventilator werkt niet| The dehumidifier works sometimes and sometimes not – it turns on briefly and then shuts off – makes a lot of noise – the fan does not work| ???? ????? ??????? ???? ??????? ???????? ?? – ???? ????? ????? ?? ????? – ???? ?????? ?? ??????? – ??????? ?? ????.
152156009;5706751073472, 2950045856903;;MDA-525 DW;Grading;Deksel van de afstandsbediening is kapot - Het display doet niet wat het zou moeten doen. Deze geeft alleen licht (ook als de radio uit staat) maar er wordt geen tekst weergegeven – veel lawaai| The remote control cover is broken – The display doesn’t do what it’s supposed to. It only lights up (even when the radio is off), but no text is displayed – a lot of noise| ???? ???? ?????? ?? ??? ????? – ?????? ?? ???? ??? ????? ???. ?? ??? ???? (??? ????? ???? ??????? ??????)? ???? ?? ??? ??? ?? ?? – ???? ?????? ?? ???????
152156192;01435509;JV11245WH;JV11245WH;Grading;kast beschadigd, spiegel beschadigd, gebroken onderdelen | cabinet damaged, mirror damaged, broken parts | ??????? ?????? ?????? ?????? ????? ??????
152156382;5410329728694;;;Grading;Admin wachtwoord mist | Admin password is missing| ???? ???? ??????? ??????
152156673;8721022430645;;;Grading;Schroeven aan de onderkant kunnen niet vastgedraaid worden omdat de schroefgaten te doorgedraaid zijn – beschadigingen| Screws at the bottom cannot be tightened because the screw holes are stripped – damages| ?? ???? ?? ??????? ?? ?????? ??? ????? ??????? ????? – ???? ??????
152157211;4895229126671;;;Grading, IBOOD High Returnrate, High Selling Price;De soundbar valt uit in stand by modus – de soundbar doet niks/gaat niet aan| The soundbar turns off in standby mode – the soundbar does nothing or does not turn on| ???? ????? ????? ?? ??? ????????? – ???? ????? ?? ???? ?? ?? ?????
152157214;8021183019148;;;Grading;Het product koelt niet| The product does not cool| ?????? ?? ????
152157227;8717774697078;;;Grading, IBOOD High Returnrate;De stang is gebogen en kan niet worden uitgeschoven - de zeepdispenser (onderdeel D) met koppeling ontbreekt die bevat ook de aansluiting voor de wateraanvoer - de koppeling met het kraantje schiet zodra er druk van het water erop komt uit de kunstof koppeling van de zeepdispenser| The rod is bent and cannot be extended – the soap dispenser (part D) with connector is missing which also includes the connection for the water supply – the connector to the tap pops out of the plastic coupling of the soap dispenser as soon as water pressure is applied| ????? ????? ??? ???? ??????? – ???? ??????? (????? D) ?? ?????? ????? ??? ????? ????? ??? ???? ????? ?????? – ?????? ?? ??????? ????? ?? ?????? ??????????? ????? ??????? ????? ?? ????? ?????
152157229;8004779037863;;;Grading, IBOOD High Returnrate;Ophangbeugel afgebroken in doos - het ophangsysteem mist (product niet compleet) - hij rolt steeds weer terug, er zit geen rem op - de slang is niet versteld en staat daarom altijd onder spanning – gebruikssporen zichtbaar|Mounting bracket broken in the box – the mounting system is missing (product not complete) – it keeps rolling back, there is no brake – the hose is not adjustable and is therefore always under tension – signs of use visible|?????? ????? ???? ?????? – ???? ??????? ????? (?????? ??? ????) – ???? ???? ???????? ??? ???? ???? – ??????? ??? ???? ??????? ????? ???? ??? ?? ???? – ???? ??????? ?????
152157255;4078500173209;;;Grading;Als de pomp aangaat stroomt er water via de zijkant langs de motor naar buiten – gebruikssporen product erg vies – lekt| When the pump starts, water flows out along the side of the motor – signs of use, product very dirty – leaking| ??? ????? ??????? ????? ????? ?? ???? ?????? ??? ?????? – ???? ???????? ?????? ????? ???? – ??? ?????
152157297;8721082009744;;2950050801653;Grading;Werkt niet / beschadigd | Working? Damaged |
152157320;8719831799213, 8720604885941;;;Grading;Stoel is beschadigd – armleuning is kapot/gebroken| Chair is damaged – armrest is broken| ?????? ???? – ???? ?????? ?????
152157642;9355973001655;;;Grading, IBOOD High Returnrate, High Selling Price;Apparaat gaat niet aan – de knoppen doen het niet| The device does not turn on – the buttons don’t work| ?????? ?? ???? – ??????? ?? ??????.
152158324;8720256940609, 2950049206025;;;Grading;Product niet compleet (dopje ontbreekt) – blender rookt – product doet het niet| Product not complete (cap missing) – blender smokes – product does not work| ?????? ??? ????? (?????? ?????) - ?????? ???? - ?????? ?? ????
152158403;01076431;HW66372BK;HW66372BK;Grading;plintlat onherstelbaar beschadigd | skirting board irreparably damaged | ????? ??????? ???? ???? ?? ???? ??????
152158617;8720195259855, 2950038924022;;;Grading;Compressor werkt niet – koelt niet – schade aan het product| The compressor does not work – it does not cool – the product is damaged| ?????? ?? ???? – ?? ???? – ?????? ????.
152179650;8720726415712;;2950032726240;Grading;Beschrijving ontbreekt – geen warm water – aan de onderkant zit een witte dop die lekt - het water uit de dispenser smaakt en ruikt naar gesmolten plastic – apparatuur geeft kortsluiting| Description is missing – no hot water – there is a white cap at the bottom that leaks – the water from the dispenser tastes and smells like melted plastic – the equipment causes a short circuit| ????? ????? – ?? ???? ??? ???? – ???? ???? ???? ?? ?????? ????? – ????? ?? ?????? ???? ??????? ??? ????????? ?????? – ?????? ????? ?? ??? ???????|
152179661;8720726415576;;2950031773627;Grading;Display 100-tallen is niet juist/defect – de weegschaal weegt verkeerd (500 gram oats weegt hij als meer dan 2kg) – de weegschaal gaat niet aan| The hundreds display is incorrect/defective – the scale measures incorrectly (500 grams of oats is measured as more than 2 kg) – the scale does not turn on| ???? ?????? ??? ?????/????? – ??????? ??? ???? ???? (500 ???? ?? ??????? ??? ???? ?? 2 ???) – ??????? ?? ????|
152179663;8720726415965;;2950038029673;Grading;Weegschaal is kapot of gebarsten | The scale is broken or cracked| ??????? ????? ?? ?????
152179707;8721082275132;;2950043392953;Stootrand, Grading;Werking | is it operating? | ???? ?????
152179714;8720726415248;;2950026651695;Grading;Het product wordt niet warm - product maakt een raar geluid en geeft vonken aan de onderkant als het aan is| The product does not heat up – it makes a strange noise and emits sparks from the bottom when turned on| ?????? ?? ???? – ???? ????? ?????? ????? ?????? ?? ?????? ??? ??????.
152179797;4017807358261;;4017807358261;Grading, IBOOD High Returnrate;kapotte lamp, metaal geplet, plastic gebroken | broken lamp, metal crushed, plastic shattered | ????? ?????? ?????? ?????? ????????? ????
152179798;4024035100401;;4024035100401;Grading, IBOOD High Returnrate;Display gaat niet aan/doet het niet – product gaat niet aan/werkt niet| The display does not turn on / does not work – the product does not turn on / does not work| ?????? ?? ???? / ?? ???? – ?????? ?? ???? / ?? ?????.
152180125;8717472112231, 2950047203347;;;Grading;De beugel kan niet bevestigen worden, omdat de gaten niet aan de goede kant zitten – apparaat kan niet in elkaar gezet worden| The bracket cannot be mounted because the holes are on the wrong side – the device cannot be assembled| ?? ???? ????? ?????? ??? ??????? ?? ?????? ?????? – ?? ???? ????? ??????.
152180157;8719128193151;;;Grading;| Pakket beschadigd, hout kapot. | Package damaged, wood broken. | ????? ????? ????? ?????. |
152180195;8720289502812;;;Stootrand, Grading;Gebroken | Broken | Defect
152180235;8720289501488;;;Grading;Onderdelen kapot – onderdelen slingeren los in de doos – handleiding ontbreekt| Parts are broken – parts are loose in the box – manual is missing| ??????? ?????? – ??????? ??????? ???? ??????? – ???? ????????? ?????.
152180238;8720289502805;;;Grading;Product kan niet in elkaar worden gezet – schroefgaten/schroeven zijn kapot – onderdelen kapot| The product cannot be assembled – screw holes/screws are damaged – parts are broken| ?? ???? ????? ?????? – ????? ??????? ?? ??????? ????? – ??????? ??????.
152180330;8721055560098, 2950039784212;;KB4037;Tape, Palletzending, Grading;| Deur scheef, meerdere deuken aan hoeken, achterkant en zijkanten beschadigd, deur gaat niet open. | Door misaligned, multiple dents on corners, back and sides damaged, door won’t open. | ????? ????? ??? ???? ?? ???????? ??????? ???????? ?????? ????? ?? ????. |
152180357;8720254660523, 2950032164936;;;Grading;Werkend?
152180478;8720289502713;;;Grading;Product is niet in elkaar te zetten – onderdelen kapot|The product cannot be assembled – parts are broken|?? ???? ????? ?????? – ??????? ??????.
152180531;8721055561316, 2950043905115;;2950043905115;Grading;De waterkoker werkt niet. Als hij op de houder gezet wordt gaat het display soms aan, soms ook niet. Het display is slecht leesbaar en de temperatuur is niet in te stellen. Daarnaast begint de waterkoker niet altijd met koken. Als hij begint met koken, stopt hij er halverwege mee – de klep sluit niet| The kettle does not work. When placed on the base, the display sometimes turns on, sometimes not. The display is hard to read, and the temperature cannot be set. Additionally, the kettle does not always start boiling. When it does start boiling, it stops halfway – the lid does not close| ??????? ?? ????. ????? ???? ??? ???????? ??????? ???? ????? ???????? ??. ????? ??? ???? ??????? ??????? ??? ???? ??? ???? ???????. ???????? ??? ???? ??????? ?? ???? ???????? ??????. ????? ???? ????????? ????? ?? ????? ?????? – ?????? ?? ????.
152180803;8718001915002, 2950045249491;MOACM02B;;Grading;Koffie word niet warm – product lekt aan de onderkant – het apparaat onthoud de juiste hoeveelheid niet als je dit instelt| The coffee does not get warm – the product leaks at the bottom – the device does not remember the correct amount when set| ?????? ?? ???? – ?????? ???? ?? ?????? – ?????? ?? ????? ?????? ??????? ??? ?????|
152180906;8721055560357, 2950040396534;;;Grading;"Stofzuiger blijft zeggen valsensor geblokkeerd – product gaat niet aan – product laad niet op| The vacuum cleaner keeps saying false sensor blocked – the product does not turn on – the product does not charge| ??????? ?????????? ????? ?? ??? ""???? ???? ?????"" – ?????? ?? ???? – ?????? ?? ????."
152181273;8720589102965;;;Grading;| Kachel defect, maakt krakend geluid, stopt met draaien, verwarmt niet en blaast alleen koude lucht | Heater defective, makes cracking noise, stops spinning, does not heat and only blows cold air | ??????? ?????? ???? ??? ?????? ????? ?? ???????? ?? ???? ????? ????? ?????? |
152181404;8721082009652;;2950052979572;Grading;Hij pakt met geen mogelijkheid de QR code er kan zo geen verbinding worden gemaakt – geen verbinding – product is niet compleet (oplaadkabel ontbreekt) - deurbel kan niet gekoppeld worden, omdat deze al gekoppeld is aan een ander account|It cannot scan the QR code at all – no connection can be made – no connection – the product is incomplete (charging cable is missing) – the doorbell cannot be paired because it is already linked to another account|?? ????? ??? ??? ????????? ??????? ??? ??? – ?? ???? ????? ????? – ?? ???? ????? – ?????? ??? ???? (???? ????? ?????) – ?? ???? ??? ??? ????? ???? ????? ?????? ????? ???
152181415;8711252473475, 2950043884953;;47347;Grading;Display doet het niet - warmteplaat wordt kokend heet - niet mogelijk om aan/uit te zetten - werkt helemaal niet| The display doesn’t work – the heating plate gets boiling hot – it’s not possible to turn it on/off – it doesn’t work at all| ?????? ?? ???? – ???? ??????? ???? ????? ??????? – ?? ???? ??????? ?? ??????? – ?? ???? ???????.
152181429;8711252255811;;;Grading;"Helaas wordt slechts een fractie van de getallen op het display weergegeven. Dit betekent dat het apparaat niet bediend kan worden en dat de tijd niet afgelezen kan worden - hij laadt niet goed op. zelfs als hij aan de stroom zit (stekker erin) valt hij vrij snel uit en geeft dan steeds de melding ""battery low"" en dan valt het licht uit - toetsen reageren niet op aanraking – product niet compleet geleverd|Unfortunately, only a fraction of the numbers on the display are shown. This means the device cannot be operated and the time cannot be read. It does not charge properly; even when plugged in, it shuts off quite quickly and repeatedly shows the message ""battery low"" before the light goes out. The buttons do not respond to touch – product delivered incomplete|?????? ???? ??? ???? ??? ?? ??????? ??? ??????. ??? ???? ??? ?? ???? ????? ?????? ??? ???? ????? ?????. ?? ???? ???? ???? ??? ??? ?????? ?????????? ????? ????? ????? ???????? ????? ""???????? ??????"" ?? ????? ?????. ??????? ?? ?????? ???? – ?? ????? ?????? ??? ?????."
